"dewpti","hum","pressurei","tempm","wdird","wspdm","Value","wday","mday","nminus1Val","nminus2Val","nminus3Val","nminus4Val","nminus5Val"
33.8,70,29.95,6,340,3.6,41,6,26,32,42,48,26,21
32,47,29.98,11,360,3.6,55,6,26,41,32,42,48,26
30.2,38,29.98,13,320,3.6,53,6,26,55,41,32,42,48
28.4,29,29.98,16,350,3.6,79,6,26,53,55,41,32,42
26.6,26,29.95,17,340,3.6,53,6,26,79,53,55,41,32
26.6,24,29.92,18,300,3.6,65,6,26,53,79,53,55,41
30.2,24,29.86,20,310,14.4,75,6,26,65,53,79,53,55
33.8,27,29.83,21,310,18,58,6,26,75,65,53,79,53
33.8,27,29.8,21,330,21.6,174,6,26,58,75,65,53,79
32,25,29.77,21,330,25.2,241,6,26,174,58,75,65,53
33.8,27,29.74,21,320,25.2,175,6,26,241,174,58,75,65
35.6,30,29.71,20,330,25.2,228,6,26,175,241,174,58,75
33.8,30,29.74,19,320,14.4,75,6,26,228,175,241,174,58
35.6,34,29.74,18,300,14.4,81,6,26,75,228,175,241,174
39.2,42,29.77,17,300,7.2,87,6,26,81,75,228,175,241
39.2,48,29.83,15,290,3.6,99,6,26,87,81,75,228,175
39.2,51,29.86,14,320,7.2,89,6,26,99,87,81,75,228
33.8,39,29.92,15,320,21.6,42,6,26,89,99,87,81,75
33.8,39,29.95,15,320,10.8,28,0,27,42,89,99,87,81
32,36,29.98,15,310,7.2,26,0,27,28,42,89,99,87
32,38,29.98,14,350,10.8,28,0,27,26,28,42,89,99
33.8,47,30.01,12,360,10.8,26,0,27,28,26,28,42,89
35.6,62,30.04,9,350,7.2,35,0,27,26,28,26,28,42
35.6,66,30.04,8,350,3.6,34,0,27,35,26,28,26,28
37.4,76,30.06,7,340,10.8,50,0,27,34,35,26,28,26
39.2,62,30.06,11,340,10.8,58,0,27,50,34,35,26,28
32,41,30.09,13,360,18,61,0,27,58,50,34,35,26
26.6,29,30.09,15,350,14.4,55,0,27,61,58,50,34,35
23,23,30.09,16,320,7.2,44,0,27,55,61,58,50,34
17.6,16,30.06,18,340,7.2,44,0,27,44,55,61,58,50
19.4,18,30.04,18,290,10.8,44,0,27,44,44,55,61,58
23,19,30.01,19,300,7.2,51,0,27,44,44,44,55,61
21.2,17,29.98,20,310,10.8,177,0,27,51,44,44,44,55
21.2,16,29.95,21,320,18,66,0,27,177,51,44,44,44
24.8,20,29.92,20,330,25.2,56,0,27,66,177,51,44,44
26.6,21,29.92,20,320,21.6,200,0,27,56,66,177,51,44
26.6,24,29.92,18,340,18,64,0,27,200,56,66,177,51
28.4,27,29.92,17,330,18,62,0,27,64,200,56,66,177
30.2,31,29.92,16,300,18,69,0,27,62,64,200,56,66
32,36,29.92,15,300,10.8,64,0,27,69,62,64,200,56
32,38,29.92,14,290,7.2,75,0,27,64,69,62,64,200
32,38,29.92,14,330,10.8,84,0,27,75,64,69,62,64
32,38,29.89,14,320,14.4,177,1,28,84,75,64,69,62
33.8,44,29.89,13,310,10.8,94,1,28,177,84,75,64,69
33.8,44,29.86,13,350,14.4,90,1,28,94,177,84,75,64
33.8,44,29.83,13,360,18,84,1,28,90,94,177,84,75
33.8,44,29.8,13,350,18,91,1,28,84,90,94,177,84
35.6,51,29.8,12,340,14.4,97,1,28,91,84,90,94,177
39.2,58,29.8,12,340,10.8,109,1,28,97,91,84,90,94
39.2,58,29.8,12,360,7.2,129,1,28,109,97,91,84,90
41,55,29.8,14,320,10.8,127,1,28,129,109,97,91,84
42.8,55,29.77,15,350,10.8,138,1,28,127,129,109,97,91
42.8,52,29.77,16,340,7.2,147,1,28,138,127,129,109,97
42.8,48,29.74,17,300,7.2,202,1,28,147,138,127,129,109
42.8,45,29.71,18,310,7.2,153,1,28,202,147,138,127,129
46.4,46,29.68,20,310,10.8,199,1,28,153,202,147,138,127
46.4,43,29.68,21,330,7.2,163,1,28,199,153,202,147,138
46.4,41,29.65,22,330,10.8,150,1,28,163,199,153,202,147
48.2,43,29.62,22,320,7.2,156,1,28,150,163,199,153,202
48.2,43,29.62,22,330,7.2,167,1,28,156,150,163,199,153
46.4,41,29.62,22,320,3.6,185,1,28,167,156,150,163,199
50,49,29.62,21,300,7.2,190,1,28,185,167,156,150,163
50,56,29.62,19,290,3.6,216,1,28,190,185,167,156,150
48.2,52,29.68,19,320,3.6,244,1,28,216,190,185,167,156
50,59,29.68,18,330,10.8,215,1,28,244,216,190,185,167
50,63,29.68,17,330,7.2,207,1,28,215,244,216,190,185
50,68,29.68,16,320,3.6,199,2,29,207,215,244,216,190
50,72,29.65,15,310,7.2,200,2,29,199,207,215,244,216
50,77,29.65,14,350,7.2,210,2,29,200,199,207,215,244
50,77,29.65,14,360,3.6,229,2,29,210,200,199,207,215
50,72,29.65,15,350,3.6,232,2,29,229,210,200,199,207
50,82,29.65,13,350,3.6,238,2,29,232,229,210,200,199
50,88,29.68,12,340,7.2,226,2,29,238,232,229,210,200
51.8,82,29.71,14,340,3.6,233,2,29,226,238,232,229,210
51.8,72,29.71,16,350,7.2,230,2,29,233,226,238,232,229
53.6,68,29.68,18,320,3.6,233,2,29,230,233,226,238,232
55.4,64,29.68,20,350,7.2,243,2,29,233,230,233,226,238
55.4,60,29.68,21,290,10.8,253,2,29,243,233,230,233,226
57.2,57,29.65,23,300,10.8,258,2,29,253,243,233,230,233
59,57,29.65,24,310,18,258,2,29,258,253,243,233,230
59,51,29.62,26,320,10.8,225,2,29,258,258,253,243,233
60.8,54,29.59,26,330,10.8,209,2,29,225,258,258,253,243
60.8,51,29.56,27,330,18,187,2,29,209,225,258,258,253
59,48,29.56,27,340,14.4,195,2,29,187,209,225,258,258
60.8,57,29.56,25,330,10.8,181,2,29,195,187,209,225,258
62.6,65,29.56,24,320,10.8,218,2,29,181,195,187,209,225
62.6,69,29.56,23,300,7.2,247,2,29,218,181,195,187,209
60.8,65,29.59,23,290,10.8,247,2,29,247,218,181,195,187
59,64,29.56,22,320,10.8,135,2,29,247,247,218,181,195
53.6,50,29.59,23,320,10.8,88,2,29,135,247,247,218,181
51.8,50,29.56,22,320,10.8,80,3,30,88,135,247,247,218
53.6,56,29.56,21,310,10.8,81,3,30,80,88,135,247,247
53.6,64,29.53,19,350,10.8,85,3,30,81,80,88,135,247
53.6,68,29.53,18,360,10.8,86,3,30,85,81,80,88,135
53.6,72,29.53,17,350,7.2,88,3,30,86,85,81,80,88
53.6,72,29.53,17,340,10.8,104,3,30,88,86,85,81,80
53.6,77,29.56,16,340,3.6,109,3,30,104,88,86,85,81
55.4,77,29.56,17,360,3.6,118,3,30,109,104,88,86,85
55.4,68,29.59,19,350,3.6,144,3,30,118,109,104,88,86
57.2,68,29.59,20,320,7.2,135,3,30,144,118,109,104,88
57.2,64,29.56,21,350,7.2,134,3,30,135,144,118,109,104
59,61,29.56,23,290,7.2,137,3,30,134,135,144,118,109
57.2,53,29.53,24,300,7.2,138,3,30,137,134,135,144,118
57.2,45,29.53,27,310,7.2,176,3,30,138,137,134,135,144
53.6,37,29.5,28,320,3.6,137,3,30,176,138,137,134,135
26.6,11,29.47,31,330,28.8,138,3,30,137,176,138,137,134
26.6,11,29.47,31,330,25.2,122,3,30,138,137,176,138,137
21.2,9,29.5,30,340,28.8,64,3,30,122,138,137,176,138
46.4,28,29.5,28,330,14.4,43,3,30,64,122,138,137,176
51.8,39,29.53,26,320,7.2,56,3,30,43,64,122,138,137
55.4,57,29.56,22,300,3.6,103,3,30,56,43,64,122,138
55.4,64,29.59,20,290,0,123,3,30,103,56,43,64,122
55.4,64,29.62,20,320,3.6,137,3,30,123,103,56,43,64
55.4,73,29.62,18,320,3.6,140,3,30,137,123,103,56,43
53.6,72,29.65,17,320,7.2,148,4,1,140,137,123,103,56
53.6,77,29.65,16,310,7.2,160,4,1,148,140,137,123,103
48.2,63,29.62,16,350,3.6,168,4,1,160,148,140,137,123
46.4,59,29.65,16,360,0,153,4,1,168,160,148,140,137
42.8,55,29.62,15,350,7.2,114,4,1,153,168,160,148,140
41,51,29.65,15,340,7.2,125,4,1,114,153,168,160,148
48.2,72,29.65,14,340,3.6,184,4,1,125,114,153,168,160
53.6,77,29.68,16,360,3.6,266,4,1,184,125,114,153,168
55.4,73,29.71,18,320,10.8,237,4,1,266,184,125,114,153
55.4,68,29.71,19,350,10.8,203,4,1,237,266,184,125,114
57.2,64,29.71,21,340,7.2,169,4,1,203,237,266,184,125
57.2,64,29.68,21,300,14.4,156,4,1,169,203,237,266,184
59,64,29.65,22,310,10.8,145,4,1,156,169,203,237,266
59,57,29.62,24,310,10.8,143,4,1,145,156,169,203,237
59,57,29.59,24,330,14.4,148,4,1,143,145,156,169,203
60.8,57,29.59,25,330,14.4,154,4,1,148,143,145,156,169
60.8,57,29.56,25,320,10.8,144,4,1,154,148,143,145,156
59,57,29.56,24,340,10.8,152,4,1,144,154,148,143,145
59,57,29.53,24,330,10.8,140,4,1,152,144,154,148,143
59,61,29.56,23,320,14.4,120,4,1,140,152,144,154,148
59,64,29.56,22,300,14.4,137,4,1,120,140,152,144,154
57.2,64,29.56,21,290,14.4,150,4,1,137,120,140,152,144
57.2,73,29.59,19,320,18,150,4,1,150,137,120,140,152
57.2,77,29.56,18,320,14.4,145,4,1,150,150,137,120,140
57.2,82,29.56,17,320,10.8,152,5,2,145,150,150,137,120
57.2,82,29.56,17,310,10.8,149,5,2,152,145,150,150,137
57.2,82,29.59,17,350,7.2,158,5,2,149,152,145,150,150
57.2,88,29.56,16,360,3.6,168,5,2,158,149,152,145,150
57.2,88,29.56,16,350,3.6,173,5,2,168,158,149,152,145
57.2,88,29.5,16,340,25.2,166,5,2,173,168,158,149,152
59,94,29.56,16,340,10.8,174,5,2,166,173,168,158,149
59,94,29.56,16,360,7.2,180,5,2,174,166,173,168,158
60.8,94,29.59,17,350,3.6,189,5,2,180,174,166,173,168
60.8,88,29.59,18,320,3.6,185,5,2,189,180,174,166,173
60.8,78,29.59,20,350,3.6,188,5,2,185,189,180,174,166
60.8,73,29.59,21,290,7.2,194,5,2,188,185,189,180,174
62.6,73,29.59,22,300,3.6,207,5,2,194,188,185,189,180
62.6,65,29.56,24,310,3.6,214,5,2,207,194,188,185,189
64.4,65,29.56,25,320,7.2,234,5,2,214,207,194,188,185
62.6,57,29.56,26,330,10.8,240,5,2,234,214,207,194,188
62.6,54,29.56,27,330,10.8,250,5,2,240,234,214,207,194
62.6,57,29.56,26,340,14.4,212,5,2,250,240,234,214,207
64.4,65,29.56,25,330,10.8,216,5,2,212,250,240,234,214
64.4,69,29.59,24,320,7.2,228,5,2,216,212,250,240,234
64.4,78,29.59,22,300,7.2,217,5,2,228,216,212,250,240
66.2,83,29.62,22,290,7.2,216,5,2,217,228,216,212,250
64.4,83,29.62,21,320,3.6,216,5,2,216,217,228,216,212
64.4,88,29.62,20,320,3.6,225,5,2,216,216,217,228,216
64.4,94,29.65,19,320,7.2,213,6,3,225,216,216,217,228
62.6,94,29.65,18,310,7.2,216,6,3,213,225,216,216,217
64.4,94,29.68,19,350,3.6,249,6,3,216,213,225,216,216
64.4,100,29.65,18,360,3.6,243,6,3,249,216,213,225,216
64.4,100,29.65,18,350,7.2,246,6,3,243,249,216,213,225
64.4,100,29.68,18,340,3.6,247,6,3,246,243,249,216,213
62.6,94,29.68,18,340,3.6,247,6,3,247,246,243,249,216
64.4,94,29.71,19,360,7.2,249,6,3,247,247,246,243,249
62.6,83,29.68,20,320,10.8,240,6,3,249,247,247,246,243
62.6,78,29.68,21,350,14.4,235,6,3,240,249,247,247,246
62.6,88,29.65,19,340,7.2,200,6,3,235,240,249,247,247
60.8,88,29.74,18,300,3.6,140,6,3,200,235,240,249,247
59,94,29.71,16,310,25.2,57,6,3,140,200,235,240,249
51.8,77,29.8,15,310,36,41,6,3,57,140,200,235,240
51.8,82,29.8,14,330,36,37,6,3,41,57,140,200,235
53.6,82,29.8,15,330,25.2,30,6,3,37,41,57,140,200
50,72,29.8,15,320,28.8,26,6,3,30,37,41,57,140
50,72,29.77,15,330,21.6,21,6,3,26,30,37,41,57
50,82,29.8,13,320,21.6,25,6,3,21,26,30,37,41
48.2,72,29.83,14,300,25.2,20,6,3,25,21,26,30,37
46.4,72,29.83,13,300,10.8,19,6,3,20,25,21,26,30
46.4,72,29.86,13,290,10.8,25,6,3,19,20,25,21,26
44.6,67,29.86,13,320,7.2,24,6,3,25,19,20,25,21
44.6,72,29.86,12,320,3.6,19,6,3,24,25,19,20,25
44.6,72,29.83,12,320,7.2,17,0,4,19,24,25,19,20
44.6,82,29.83,10,310,10.8,19,0,4,17,19,24,25,19
44.6,82,29.8,10,350,7.2,19,0,4,19,17,19,24,25
42.8,76,29.8,10,360,7.2,23,0,4,19,19,17,19,24
44.6,87,29.8,9,350,7.2,22,0,4,23,19,19,17,19
44.6,93,29.8,8,340,7.2,25,0,4,22,23,19,19,17
44.6,93,29.8,8,340,7.2,28,0,4,25,22,23,19,19
46.4,82,29.8,11,360,7.2,47,0,4,28,25,22,23,19
46.4,67,29.83,14,350,7.2,41,0,4,47,28,25,22,23
46.4,59,29.8,16,320,7.2,37,0,4,41,47,28,25,22
44.6,49,29.8,18,350,7.2,30,0,4,37,41,47,28,25
44.6,46,29.8,19,290,3.6,20,0,4,30,37,41,47,28
41,35,29.77,21,300,7.2,35,0,4,20,30,37,41,47
37.4,27,29.74,23,310,21.6,36,0,4,35,20,30,37,41
42.8,38,29.74,21,310,36,28,0,4,36,35,20,30,37
48.2,56,29.71,18,320,14.4,36,0,4,28,36,35,20,30
46.4,52,29.71,18,330,14.4,39,0,4,36,28,36,35,20
46.4,52,29.74,18,330,7.2,27,0,4,39,36,28,36,35
42.8,43,29.74,19,320,7.2,31,0,4,27,39,36,28,36
46.4,52,29.77,18,340,10.8,32,0,4,31,27,39,36,28
48.2,67,29.77,15,320,7.2,46,0,4,32,31,27,39,36
44.6,59,29.8,15,300,7.2,47,0,4,46,32,31,27,39
42.8,48,29.8,17,300,3.6,58,0,4,47,46,32,31,27
48.2,82,29.83,12,320,3.6,72,0,4,58,47,46,32,31
48.2,88,29.83,11,320,3.6,55,1,5,72,58,47,46,32
48.2,88,29.83,11,310,0,51,1,5,55,72,58,47,46
48.2,94,29.8,10,350,3.6,47,1,5,51,55,72,58,47
46.4,100,29.8,8,360,10.8,49,1,5,47,51,55,72,58
46.4,93,29.8,9,350,0,73,1,5,49,47,51,55,72
44.6,93,29.8,8,340,3.6,97,1,5,73,49,47,51,55
44.6,93,29.8,8,340,7.2,54,1,5,97,73,49,47,51
44.6,82,29.8,10,360,10.8,38,1,5,54,97,73,49,47
46.4,72,29.8,13,320,3.6,37,1,5,38,54,97,73,49
46.4,59,29.77,16,350,3.6,53,1,5,37,38,54,97,73
41,42,29.77,18,340,3.6,94,1,5,53,37,38,54,97
48.2,46,29.74,21,290,7.2,81,1,5,94,53,37,38,54
50,46,29.71,22,300,7.2,79,1,5,81,94,53,37,38
44.6,32,29.68,25,310,25.2,95,1,5,79,81,94,53,37
48.2,34,29.62,26,320,28.8,88,1,5,95,79,81,94,53
50,36,29.59,26,330,25.2,90,1,5,88,95,79,81,94
46.4,34,29.59,25,330,25.2,96,1,5,90,88,95,79,81
48.2,36,29.56,25,340,18,99,1,5,96,90,88,95,79
48.2,36,29.53,25,330,21.6,98,1,5,99,96,90,88,95
50,46,29.53,22,320,10.8,103,1,5,98,99,96,90,88
53.6,56,29.53,21,300,7.2,110,1,5,103,98,99,96,90
55.4,68,29.56,19,290,10.8,112,1,5,110,103,98,99,96
55.4,64,29.53,20,320,14.4,118,1,5,112,110,103,98,99
55.4,64,29.56,20,320,10.8,137,1,5,118,112,110,103,98
57.2,73,29.53,19,320,7.2,144,2,6,137,118,112,110,103
59,78,29.53,19,310,10.8,144,2,6,144,137,118,112,110
59,83,29.5,18,350,7.2,142,2,6,144,144,137,118,112
59,94,29.5,16,360,3.6,147,2,6,142,144,144,137,118
57.2,94,29.5,15,350,3.6,163,2,6,147,142,144,144,137
57.2,94,29.53,15,340,3.6,148,2,6,163,147,142,144,144
55.4,94,29.56,14,340,7.2,168,2,6,148,163,147,142,144
59,94,29.56,16,360,3.6,186,2,6,168,148,163,147,142
60.8,83,29.59,19,320,7.2,168,2,6,186,168,148,163,147
62.6,73,29.62,22,350,3.6,147,2,6,168,186,168,148,163
57.2,53,29.62,24,340,10.8,125,2,6,147,168,186,168,148
53.6,42,29.59,26,300,14.4,106,2,6,125,147,168,186,168
48.2,32,29.59,27,310,7.2,108,2,6,106,125,147,168,186
42.8,25,29.56,28,310,10.8,94,2,6,108,106,125,147,168
42.8,23,29.56,29,330,3.6,149,2,6,94,108,106,125,147
57.2,42,29.53,28,330,14.4,181,2,6,149,94,108,106,125
60.8,51,29.53,27,320,18,149,2,6,181,149,94,108,106
62.6,57,29.56,26,330,14.4,307,2,6,149,181,149,94,108
60.8,54,29.56,26,320,10.8,120,2,6,307,149,181,149,94
60.8,57,29.59,25,300,14.4,114,2,6,120,307,149,181,149
57.2,53,29.62,24,290,25.2,111,2,6,114,120,307,149,181
44.6,38,29.65,22,320,28.8,100,2,6,111,114,120,307,149
37.4,31,29.71,21,330,14.4,62,2,6,100,111,114,120,307
37.4,35,29.74,19,330,7.2,67,2,6,62,100,111,114,120
39.2,37,29.74,19,320,3.6,65,3,7,67,62,100,111,114
44.6,49,29.71,18,310,7.2,61,3,7,65,67,62,100,111
41,40,29.71,19,350,7.2,66,3,7,61,65,67,62,100
44.6,52,29.74,17,360,7.2,67,3,7,66,61,65,67,62
39.2,37,29.74,19,350,10.8,64,3,7,67,66,61,65,67
41,40,29.71,19,340,7.2,67,3,7,64,67,66,61,65
44.6,49,29.74,18,340,10.8,59,3,7,67,64,67,66,61
46.4,55,29.77,17,360,7.2,69,3,7,59,67,64,67,66
41,45,29.8,17,320,10.8,73,3,7,69,59,67,64,67
44.6,49,29.8,18,350,7.2,70,3,7,73,69,59,67,64
50,59,29.8,18,340,0,84,3,7,70,73,69,59,67
46.4,49,29.8,19,300,3.6,87,3,7,84,70,73,69,59
50,52,29.8,20,310,3.6,93,3,7,87,84,70,73,69
50,52,29.8,20,330,14.4,80,3,7,93,87,84,70,73
48.2,52,29.8,19,330,10.8,69,3,7,80,93,87,84,70
48.2,52,29.8,19,340,10.8,66,3,7,69,80,93,87,84
48.2,56,29.8,18,330,7.2,65,3,7,66,69,80,93,87
50,59,29.83,18,320,7.2,70,3,7,65,66,69,80,93
50,63,29.83,17,300,7.2,103,3,7,70,65,66,69,80
51.8,72,29.86,16,290,3.6,104,3,7,103,70,65,66,69
51.8,77,29.89,15,320,3.6,106,3,7,104,103,70,65,66
51.8,82,29.89,14,320,3.6,117,3,7,106,104,103,70,65
51.8,82,29.92,14,320,3.6,127,4,8,117,106,104,103,70
50,82,29.92,13,310,7.2,121,4,8,127,117,106,104,103
50,77,29.95,14,350,14.4,94,4,8,121,127,117,106,104
48.2,82,29.95,12,350,10.8,83,4,8,94,121,127,117,106
46.4,72,29.95,13,360,14.4,89,4,8,83,94,121,127,117
41,55,29.98,14,350,18,69,4,8,89,83,94,121,127
42.8,67,30.01,12,340,14.4,52,4,8,69,89,83,94,121
44.6,63,30.04,14,340,10.8,48,4,8,52,69,89,83,94
39.2,40,30.04,18,350,10.8,28,4,8,48,52,69,89,83
35.6,30,30.04,20,320,10.8,28,4,8,28,48,52,69,89
30.2,22,30.04,22,350,10.8,26,4,8,28,28,48,52,69
24.8,15,30.04,24,290,3.6,14,4,8,26,28,28,48,52
24.8,15,30.01,24,300,3.6,58,4,8,14,26,28,28,48
21.2,13,29.98,24,310,7.2,31,4,8,58,14,26,28,28
23,13,29.95,25,320,7.2,18,4,8,31,58,14,26,28
26.6,16,29.95,25,330,10.8,18,4,8,18,31,58,14,26
26.6,17,29.92,24,330,14.4,24,4,8,18,18,31,58,14
35.6,25,29.92,23,340,14.4,19,4,8,24,18,18,31,58
28.4,19,29.92,23,330,14.4,40,4,8,19,24,18,18,31
33.8,27,29.95,21,320,10.8,60,4,8,40,19,24,18,18
35.6,28,29.95,21,300,10.8,51,4,8,60,40,19,24,18
32,26,29.98,20,300,18,42,4,8,51,60,40,19,24
30.2,26,29.98,19,290,14.4,35,4,8,42,51,60,40,19
26.6,23,29.98,19,330,10.8,30,4,8,35,42,51,60,40
28.4,26,29.98,18,320,7.2,34,5,9,30,35,42,51,60
33.8,39,29.98,15,310,3.6,41,5,9,34,30,35,42,51
35.6,42,29.98,15,350,10.8,45,5,9,41,34,30,35,42
35.6,44,29.95,14,360,7.2,52,5,9,45,41,34,30,35
39.2,54,29.98,13,350,3.6,65,5,9,52,45,41,34,30
37.4,51,29.98,13,340,7.2,71,5,9,65,52,45,41,34
39.2,54,29.98,13,340,3.6,78,5,9,71,65,52,45,41
41,55,29.98,14,360,7.2,80,5,9,78,71,65,52,45
41,51,29.98,15,320,14.4,88,5,9,80,78,71,65,52
41,45,30.01,17,350,3.6,86,5,9,88,80,78,71,65
39.2,40,30.01,18,340,3.6,108,5,9,86,88,80,78,71
41,42,30.01,18,300,3.6,110,5,9,108,86,88,80,78
41,42,29.98,18,310,3.6,119,5,9,110,108,86,88,80
41,42,29.98,18,310,14.4,52,5,9,119,110,108,86,88
39.2,40,29.98,18,330,25.2,61,5,9,52,119,110,108,86
42.8,48,29.98,17,330,21.6,41,5,9,61,52,119,110,108
42.8,45,29.98,18,320,21.6,44,5,9,41,61,52,119,110
42.8,48,29.98,17,330,25.2,41,5,9,44,41,61,52,119
44.6,55,30.01,16,320,21.6,51,5,9,41,44,41,61,52
48.2,67,30.04,15,300,14.4,48,5,9,51,41,44,41,61
44.6,59,30.04,15,290,21.6,52,5,9,48,51,41,44,41
44.6,59,30.04,15,320,14.4,49,5,9,52,48,51,41,44
42.8,55,30.06,15,330,18,42,5,9,49,52,48,51,41
42.8,59,30.04,14,330,18,44,5,9,42,49,52,48,51
44.6,67,30.04,13,320,3.6,42,6,10,44,42,49,52,48
44.6,63,30.04,14,310,14.4,36,6,10,42,44,42,49,52
44.6,72,30.04,12,350,7.2,31,6,10,36,42,44,42,49
41,62,30.01,12,360,10.8,30,6,10,31,36,42,44,42
41,62,30.04,12,350,18,36,6,10,30,31,36,42,44
39.2,58,30.06,12,340,25.2,37,6,10,36,30,31,36,42
39.2,58,30.06,12,340,18,34,6,10,37,36,30,31,36
33.8,41,30.06,14,360,7.2,39,6,10,34,37,36,30,31
24.8,27,30.09,15,320,25.2,20,6,10,39,34,37,36,30
24.8,24,30.09,17,350,21.6,34,6,10,20,39,34,37,36
23,22,30.09,17,340,21.6,20,6,10,34,20,39,34,37
24.8,21,30.06,19,300,18,22,6,10,20,34,20,39,34
24.8,21,30.04,19,310,10.8,20,6,10,22,20,34,20,39
23,18,30.01,20,310,18,19,6,10,20,22,20,34,20
23,17,29.98,21,330,14.4,25,6,10,19,20,22,20,34
19.4,14,29.98,22,330,25.2,19,6,10,25,19,20,22,20
21.2,16,29.95,21,320,14.4,72,6,10,19,25,19,20,22
19.4,14,29.92,22,330,21.6,41,6,10,72,19,25,19,20
15.8,13,29.92,21,320,21.6,36,6,10,41,72,19,25,19
17.6,15,29.95,20,300,18,21,6,10,36,41,72,19,25
15.8,15,29.95,18,290,10.8,24,6,10,21,36,41,72,19
21.2,19,29.98,18,320,10.8,36,6,10,24,21,36,41,72
32,36,29.98,15,330,3.6,35,6,10,36,24,21,36,41
33.8,44,29.98,13,330,3.6,39,6,10,35,36,24,21,36
41,55,29.95,14,320,0,40,0,11,39,35,36,24,21
41,55,29.95,14,310,3.6,34,0,11,40,39,35,36,24
44.6,67,29.98,13,350,14.4,27,0,11,34,40,39,35,36
35.6,44,29.98,14,360,14.4,22,0,11,27,34,40,39,35
41,58,29.98,13,350,21.6,16,0,11,22,27,34,40,39
44.6,76,30.01,11,340,10.8,17,0,11,16,22,27,34,40
46.4,87,30.01,10,340,21.6,15,0,11,17,16,22,27,34
46.4,93,30.04,9,360,14.4,16,0,11,15,17,16,22,27
46.4,87,30.01,10,320,21.6,18,0,11,16,15,17,16,22
46.4,87,30.04,10,350,18,20,0,11,18,16,15,17,16
48.2,94,30.04,10,340,18,17,0,11,20,18,16,15,17
46.4,93,30.04,9,300,18,11,0,11,17,20,18,16,15
46.4,93,30.01,9,310,18,17,0,11,11,17,20,18,16
46.4,87,30.01,10,310,21.6,16,0,11,17,11,17,20,18
46.4,93,30.01,9,330,18,17,0,11,16,17,11,17,20
44.6,87,30.01,9,330,14.4,18,0,11,17,16,17,11,17
44.6,82,29.98,10,320,14.4,15,0,11,18,17,16,17,11
42.8,82,30.01,9,330,14.4,15,0,11,15,18,17,16,17
44.6,87,30.01,9,320,10.8,16,0,11,15,15,18,17,16
44.6,87,30.04,9,300,7.2,13,0,11,16,15,15,18,17
46.4,93,30.04,9,290,7.2,16,0,11,13,16,15,15,18
46.4,93,30.04,9,320,7.2,17,0,11,16,13,16,15,15
46.4,93,30.04,9,330,10.8,16,0,11,17,16,13,16,15
46.4,93,30.04,9,330,10.8,14,0,11,16,17,16,13,16
44.6,87,30.04,9,320,14.4,17,1,12,14,16,17,16,13
46.4,93,30.04,9,310,14.4,19,1,12,17,14,16,17,16
46.4,93,30.01,9,350,7.2,19,1,12,19,17,14,16,17
44.6,93,30.01,8,360,7.2,21,1,12,19,19,17,14,16
46.4,93,30.01,9,350,7.2,18,1,12,21,19,19,17,14
46.4,87,29.98,10,340,10.8,13,1,12,18,21,19,19,17
46.4,87,29.98,10,340,3.6,19,1,12,13,18,21,19,19
46.4,82,29.98,11,360,10.8,26,1,12,19,13,18,21,19
46.4,77,30.01,12,320,10.8,25,1,12,26,19,13,18,21
46.4,72,30.01,13,350,10.8,27,1,12,25,26,19,13,18
46.4,67,30.01,14,340,14.4,20,1,12,27,25,26,19,13
42.8,55,30.01,15,300,25.2,15,1,12,20,27,25,26,19
44.6,59,30.01,15,310,25.2,20,1,12,15,20,27,25,26
44.6,59,30.01,15,310,21.6,12,1,12,20,15,20,27,25
42.8,52,30.01,16,330,28.8,16,1,12,12,20,15,20,27
44.6,55,30.01,16,330,21.6,16,1,12,16,12,20,15,20
42.8,52,30.01,16,320,14.4,17,1,12,16,16,12,20,15
42.8,52,30.01,16,340,3.6,16,1,12,17,16,16,12,20
46.4,63,30.04,15,330,7.2,20,1,12,16,17,16,16,12
44.6,59,30.04,15,320,3.6,21,1,12,20,16,17,16,16
46.4,67,30.04,14,300,7.2,37,1,12,21,20,16,17,16
46.4,72,30.06,13,290,7.2,25,1,12,37,21,20,16,17
46.4,72,30.06,13,320,10.8,38,1,12,25,37,21,20,16
46.4,77,30.06,12,320,7.2,39,1,12,38,25,37,21,20
46.4,82,30.06,11,320,7.2,43,2,13,39,38,25,37,21
46.4,87,30.06,10,310,7.2,55,2,13,43,39,38,25,37
46.4,93,30.06,9,350,3.6,60,2,13,55,43,39,38,25
44.6,87,30.04,9,360,7.2,54,2,13,60,55,43,39,38
44.6,93,30.04,8,350,7.2,61,2,13,54,60,55,43,39
42.8,87,30.06,8,340,7.2,49,2,13,61,54,60,55,43
44.6,82,30.06,10,340,7.2,45,2,13,49,61,54,60,55
44.6,72,30.06,12,360,10.8,33,2,13,45,49,61,54,60
46.4,67,30.09,14,320,10.8,42,2,13,33,45,49,61,54
46.4,55,30.09,17,350,7.2,44,2,13,42,33,45,49,61
42.8,43,30.09,19,340,7.2,36,2,13,44,42,33,45,49
41,35,30.06,21,300,3.6,29,2,13,36,44,42,33,45
41,35,30.04,21,310,7.2,30,2,13,29,36,44,42,33
44.6,38,30.01,22,310,7.2,38,2,13,30,29,36,44,42
39.2,29,30.01,23,320,7.2,68,2,13,38,30,29,36,44
41,35,29.98,21,330,7.2,42,2,13,68,38,30,29,36
