"dewpti","hum","pressurei","tempm","wdird","wspdm","Value","wday","mday","nminus5Val","ENE","ESE","East","NE","NNE","NNW","NW","North","SE","SSE","SSW","SW","South","Variable","WNW","WSW","West"
44.6,28,29.98,27,310,18,132,5,18,201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44.6,28,29.95,27,330,18,123,5,18,610,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44.6,26,29.95,28,330,21.6,133,5,18,273,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44.6,28,29.92,27,320,21.6,116,5,18,153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42.8,28,29.92,26,330,21.6,164,5,18,148,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46.4,34,29.92,25,320,14.4,131,5,18,132,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42.8,31,29.95,24,300,18,134,5,18,123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44.6,40,29.95,21,290,7.2,121,5,18,133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46.4,49,29.98,19,320,7.2,125,5,18,116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48.2,56,29.98,18,330,7.2,153,5,18,164,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48.2,59,29.98,17,330,3.6,159,5,18,131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.2,59,29.98,17,320,3.6,167,6,19,134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,63,29.98,17,310,14.4,160,6,19,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.8,68,29.98,17,350,7.2,154,6,19,125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.8,72,29.98,16,360,7.2,178,6,19,153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.8,72,29.98,16,350,7.2,204,6,19,159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,68,29.98,16,340,3.6,203,6,19,167,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,68,29.98,16,333.206940496,0,194,6,19,160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,63,30.01,17,360,3.6,157,6,19,154,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,59,30.01,18,320,14.4,144,6,19,178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,56,30.01,19,350,14.4,146,6,19,204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,52,30.01,20,333.206940496,14.4,139,6,19,203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,49,30.01,21,300,14.4,157,6,19,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,49,30.01,21,310,10.8,180,6,19,157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.6,56,29.98,21,310,14.4,196,6,19,144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51.8,50,29.98,22,330,14.4,165,6,19,146,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51.8,47,29.95,23,330,18,155,6,19,139,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53.6,53,29.95,22,320,18,169,6,19,157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51.8,53,29.95,21,330,10.8,160,6,19,180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.4,43,29.95,21,320,10.8,116,6,19,196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.8,40,29.98,20,300,14.4,77,6,19,165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,37,29.98,20,290,18,73,6,19,155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.6,46,30.01,19,320,18,73,6,19,169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.4,52,30.01,18,330,14.4,63,6,19,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.4,52,30.04,18,330,10.8,52,6,19,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.4,52,30.04,18,320,10.8,63,0,20,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.4,55,30.04,17,310,10.8,69,0,20,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.6,52,30.04,17,350,7.2,89,0,20,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.8,48,30.01,17,360,10.8,99,0,20,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.8,52,30.01,16,350,10.8,82,0,20,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.8,52,30.01,16,340,10.8,73,0,20,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,51,30.04,15,333.206940496,10.8,64,0,20,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.8,55,30.06,15,360,14.4,52,0,20,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.2,77,30.09,13,320,18,60,0,20,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.8,94,30.12,12,350,7.2,48,0,20,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.8,94,30.12,12,333.206940496,7.2,53,0,20,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.8,94,30.12,12,300,3.6,67,0,20,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53.6,94,30.12,13,310,7.2,71,0,20,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.8,88,30.09,13,310,10.8,45,0,20,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.8,94,30.09,12,330,10.8,39,0,20,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.6,100,30.09,12,330,7.2,48,0,20,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.8,94,30.09,12,320,10.8,46,0,20,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51.8,94,30.06,12,330,7.2,37,0,20,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51.8,94,30.09,12,320,7.2,49,0,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51.8,94,30.09,12,300,7.2,54,0,20,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.8,94,30.12,12,290,7.2,51,0,20,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51.8,94,30.12,12,320,7.2,49,0,20,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51.8,94,30.15,12,330,3.6,44,0,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51.8,100,30.15,11,330,7.2,33,0,20,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.8,100,30.15,11,320,3.6,41,1,21,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51.8,100,30.12,11,310,7.2,27,1,21,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,94,30.12,11,350,7.2,17,1,21,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,94,30.12,11,360,10.8,20,1,21,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,94,30.12,11,350,10.8,22,1,21,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,94,30.12,11,340,14.4,15,1,21,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,94,30.12,11,333.206940496,7.2,13,1,21,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,94,30.15,11,360,7.2,13,1,21,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,94,30.18,11,320,10.8,25,1,21,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51.8,94,30.18,12,350,7.2,24,1,21,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51.8,94,30.18,12,333.206940496,7.2,20,1,21,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,88,30.18,12,300,10.8,28,1,21,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,82,30.18,13,310,10.8,26,1,21,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51.8,82,30.18,14,310,7.2,25,1,21,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,77,30.15,14,320,10.8,28,1,21,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51.8,77,30.12,15,330,3.6,23,1,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51.8,82,30.09,14,330,10.8,28,1,21,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,77,30.09,14,340,7.2,19,1,21,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,77,30.09,14,330,10.8,28,1,21,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,77,30.12,14,320,3.6,31,1,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,77,30.12,14,300,7.2,33,1,21,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,77,30.12,14,290,3.6,36,1,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51.8,88,30.12,13,320,3.6,47,1,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51.8,88,30.12,13,320,10.8,64,1,21,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51.8,94,30.12,12,320,3.6,60,2,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51.8,94,30.09,12,310,7.2,55,2,22,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51.8,94,30.06,12,350,3.6,54,2,22,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51.8,94,30.06,12,360,7.2,55,2,22,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51.8,94,30.04,12,350,3.6,64,2,22,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51.8,94,30.04,12,340,7.2,46,2,22,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46.4,82,30.06,11,333.206940496,18,17,2,22,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44.6,76,30.04,11,360,18,26,2,22,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39.2,62,30.06,11,320,28.8,27,2,22,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37.4,58,30.06,11,350,36,32,2,22,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.6,51,30.06,12,333.206940496,32.4,24,2,22,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33.8,47,30.06,12,290,32.4,28,2,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,41,30.06,13,300,32.4,26,2,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,36,30.04,15,310,43.2,24,2,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,36,30.04,15,320,36,22,2,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.2,34,30.04,15,330,43.2,22,2,22,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28.4,33,30.06,14,330,46.8,29,2,22,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26.6,33,30.06,13,340,39.6,18,2,22,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24.8,33,30.09,12,330,36,15,2,22,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,33,30.09,11,320,43.2,16,2,22,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21.2,32,30.15,10,300,46.8,13,2,22,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19.4,32,30.18,9,300,46.8,22,2,22,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19.4,32,30.21,9,290,36,21,2,22,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19.4,34,30.18,8,330,32.4,25,2,22,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21.2,37,30.18,8,320,28.8,26,3,23,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21.2,37,30.15,8,310,28.8,27,3,23,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,40,30.15,8,350,25.2,27,3,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,43,30.12,7,360,25.2,20,3,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,43,30.12,7,350,18,23,3,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24.8,46,30.12,7,340,14.4,25,3,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.8,46,30.12,7,333.206940496,14.4,26,3,23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26.6,46,30.12,8,360,7.2,39,3,23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26.6,40,30.12,10,350,14.4,36,3,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.8,33,30.12,12,320,18,32,3,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.8,29,30.09,14,350,21.6,32,3,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,25,30.09,15,290,18,25,3,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.8,24,30.06,17,300,25.2,28,3,23,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,21,30.01,18,310,28.8,31,3,23,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.8,20,29.98,20,320,28.8,28,3,23,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19.4,16,29.95,20,330,25.2,28,3,23,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15.8,13,29.95,20,330,28.8,29,3,23,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15.8,13,29.95,20,340,25.2,26,3,23,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21.2,18,29.92,19,330,14.4,33,3,23,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17.6,16,29.95,18,320,7.2,44,3,23,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39.2,66,29.98,10,290,3.6,57,3,23,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35.6,51,29.98,12,320,7.2,62,3,23,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35.6,62,29.98,9,320,3.6,66,3,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39.2,71,29.98,9,320,0,79,4,24,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37.4,66,29.98,9,310,7.2,88,4,24,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37.4,66,29.95,9,350,3.6,80,4,24,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.4,66,29.95,9,360,3.6,63,4,24,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33.8,58,29.95,9,350,7.2,43,4,24,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33.8,58,29.95,9,340,3.6,51,4,24,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,61,29.95,7,333.206940496,7.2,72,4,24,88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37.4,62,29.95,10,360,7.2,73,4,24,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33.8,47,29.98,12,350,3.6,67,4,24,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28.4,33,29.95,14,320,10.8,66,4,24,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,36,29.95,15,350,10.8,74,4,24,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.2,31,29.92,16,290,7.2,69,4,24,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.8,36,29.89,16,300,10.8,83,4,24,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33.8,34,29.86,17,310,10.8,88,4,24,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33.8,32,29.83,18,310,10.8,88,4,24,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33.8,32,29.77,18,320,10.8,105,4,24,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35.6,37,29.8,17,330,18,72,4,24,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44.6,59,29.77,15,320,14.4,61,4,24,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44.6,59,29.77,15,340,10.8,62,4,24,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42.8,59,29.77,14,330,10.8,75,4,24,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46.4,72,29.77,13,320,7.2,79,4,24,105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.4,82,29.74,11,300,7.2,78,4,24,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46.4,82,29.71,11,300,7.2,94,4,24,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44.6,76,29.65,11,320,3.6,113,4,24,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44.6,76,29.62,11,320,10.8,110,5,25,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.4,82,29.62,11,310,14.4,99,5,25,79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44.6,76,29.62,11,350,18,66,5,25,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39.2,58,29.62,12,360,10.8,76,5,25,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28.4,36,29.59,13,350,25.2,65,5,25,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26.6,35,29.59,12,340,36,50,5,25,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.2,44,29.59,11,333.206940496,32.4,38,5,25,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.2,44,29.59,11,360,21.6,28,5,25,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.2,38,29.59,13,320,39.6,27,5,25,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,41,29.62,13,350,28.8,34,5,25,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33.8,41,29.65,14,333.206940496,28.8,35,5,25,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,34,29.68,16,300,32.4,125,5,25,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28.4,26,29.71,18,310,39.6,79,5,25,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30.2,28,29.68,18,310,28.8,89,5,25,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24.8,20,29.68,20,320,36,73,5,25,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19.4,17,29.71,19,330,25.2,99,5,25,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19.4,16,29.71,20,330,36,94,5,25,125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,21,29.74,18,340,43.2,69,5,25,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24.8,22,29.77,18,330,39.6,51,5,25,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24.8,24,29.8,17,320,32.4,48,5,25,73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24.8,27,29.86,15,300,21.6,29,5,25,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24.8,27,29.89,15,290,21.6,35,5,25,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26.6,31,29.92,14,320,18,46,5,25,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24.8,29,29.92,14,330,21.6,33,5,25,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26.6,33,29.95,13,320,10.8,28,6,26,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,29,29.95,13,310,18,21,6,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,33,29.95,11,350,7.2,26,6,26,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24.8,35,29.92,11,360,3.6,48,6,26,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30.2,53,29.95,8,350,0,42,6,26,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30.2,57,29.95,7,340,7.2,32,6,26,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33.8,70,29.95,6,333.206940496,3.6,41,6,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,47,29.98,11,360,3.6,55,6,26,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.2,38,29.98,13,320,3.6,53,6,26,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28.4,29,29.98,16,350,3.6,79,6,26,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26.6,26,29.95,17,333.206940496,3.6,53,6,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26.6,24,29.92,18,300,3.6,65,6,26,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30.2,24,29.86,20,310,14.4,75,6,26,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33.8,27,29.83,21,310,18,58,6,26,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33.8,27,29.8,21,330,21.6,174,6,26,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,25,29.77,21,330,25.2,241,6,26,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33.8,27,29.74,21,320,25.2,175,6,26,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35.6,30,29.71,20,330,25.2,228,6,26,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33.8,30,29.74,19,320,14.4,75,6,26,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35.6,34,29.74,18,300,14.4,81,6,26,174,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.2,42,29.77,17,300,7.2,87,6,26,241,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.2,48,29.83,15,290,3.6,99,6,26,175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39.2,51,29.86,14,320,7.2,89,6,26,228,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.8,39,29.92,15,320,21.6,42,6,26,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33.8,39,29.95,15,320,10.8,28,0,27,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,36,29.98,15,310,7.2,26,0,27,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,38,29.98,14,350,10.8,28,0,27,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33.8,47,30.01,12,360,10.8,26,0,27,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35.6,62,30.04,9,350,7.2,35,0,27,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35.6,66,30.04,8,350,3.6,34,0,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.4,76,30.06,7,340,10.8,50,0,27,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39.2,62,30.06,11,333.206940496,10.8,58,0,27,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,41,30.09,13,360,18,61,0,27,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26.6,29,30.09,15,350,14.4,55,0,27,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,23,30.09,16,320,7.2,44,0,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17.6,16,30.06,18,333.206940496,7.2,44,0,27,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19.4,18,30.04,18,290,10.8,44,0,27,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,19,30.01,19,300,7.2,51,0,27,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.2,17,29.98,20,310,10.8,177,0,27,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21.2,16,29.95,21,320,18,66,0,27,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24.8,20,29.92,20,330,25.2,56,0,27,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.6,21,29.92,20,320,21.6,200,0,27,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.6,24,29.92,18,340,18,64,0,27,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28.4,27,29.92,17,330,18,62,0,27,177,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30.2,31,29.92,16,300,18,69,0,27,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,36,29.92,15,300,10.8,64,0,27,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,38,29.92,14,290,7.2,75,0,27,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,38,29.92,14,330,10.8,84,0,27,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,38,29.89,14,320,14.4,177,1,28,62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33.8,44,29.89,13,310,10.8,94,1,28,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33.8,44,29.86,13,350,14.4,90,1,28,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33.8,44,29.83,13,360,18,84,1,28,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33.8,44,29.8,13,350,18,91,1,28,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35.6,51,29.8,12,340,14.4,97,1,28,177,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.2,58,29.8,12,333.206940496,10.8,109,1,28,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
